root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,120/B105C15_2/S_341853/graphs.pt,0,105,15,120,B105C15,S_341853
D:\Sara\All_DFT_Data,60/B55C5_4/S_281387/graphs.pt,0,55,5,60,B55C5,S_281387
D:\Sara\All_DFT_Data,120/B103C17_5/S_394603/graphs.pt,0,103,17,120,B103C17,S_394603
D:\Sara\All_DFT_Data,120/B99C21_3/S_177413/graphs.pt,0,99,21,120,B99C21,S_177413
D:\Sara\All_DFT_Data,15/B11C4_3/S_231211/graphs.pt,0,11,4,15,B11C4,S_231211
D:\Sara\All_DFT_Data,15/B12C3_1/S_369889/graphs.pt,0,12,3,15,B12C3,S_369889
D:\Sara\All_DFT_Data,60/B47C13_2/S_280287/graphs.pt,0,47,13,60,B47C13,S_280287
D:\Sara\All_DFT_Data,15/B12C3_4/S_383384/graphs.pt,0,12,3,15,B12C3,S_383384
D:\Sara\All_DFT_Data,120/B101C19_4/S_217668/graphs.pt,0,101,19,120,B101C19,S_217668
D:\Sara\All_DFT_Data,60/B45C15_3/S_301892/graphs.pt,0,45,15,60,B45C15,S_301892
D:\Sara\All_DFT_Data,120/B97C23_5/S_19545/graphs.pt,0,97,23,120,B97C23,S_19545
D:\Sara\All_DFT_Data\Test_Data,Test61/graphs.pt,1,11,4,15,B11C4,Test61
D:\Sara\All_DFT_Data\Test_Data,Test23/graphs.pt,1,13,2,15,B13C2,Test23
D:\Sara\All_DFT_Data,15/B14C_4/S_102693/graphs.pt,0,14,1,15,B14C1,S_102693
D:\Sara\All_DFT_Data,120/B107C13_4/S_159500/graphs.pt,0,107,13,120,B107C13,S_159500
D:\Sara\All_DFT_Data,120/B105C15_3/S_127875/graphs.pt,0,105,15,120,B105C15,S_127875
D:\Sara\All_DFT_Data,120/B113C7_2/S_356559/graphs.pt,0,113,7,120,B113C7,S_356559
D:\Sara\All_DFT_Data,120/B107C13_4/S_111787/graphs.pt,0,107,13,120,B107C13,S_111787
D:\Sara\All_DFT_Data,30/B25C5_1/S_132576/graphs.pt,0,25,5,30,B25C5,S_132576
D:\Sara\All_DFT_Data,120/B113C7_5/S_385159/graphs.pt,0,113,7,120,B113C7,S_385159
D:\Sara\All_DFT_Data,120/B101C19_3/S_194307/graphs.pt,0,101,19,120,B101C19,S_194307
D:\Sara\All_DFT_Data,60/B45C15_5/S_18949/graphs.pt,0,45,15,60,B45C15,S_18949
D:\Sara\All_DFT_Data,120/B109C11_1/S_51380/graphs.pt,0,109,11,120,B109C11,S_51380
D:\Sara\All_DFT_Data,15/B14C_4/S_217311/graphs.pt,0,14,1,15,B14C1,S_217311
D:\Sara\All_DFT_Data,60/B47C13_4/S_182227/graphs.pt,0,47,13,60,B47C13,S_182227
D:\Sara\All_DFT_Data,120/B109C11_1/S_387153/graphs.pt,0,109,11,120,B109C11,S_387153
D:\Sara\All_DFT_Data,15/B11C4_3/S_117591/graphs.pt,0,11,4,15,B11C4,S_117591
D:\Sara\All_DFT_Data,30/B27C3_5/S_322765/graphs.pt,0,27,3,30,B27C3,S_322765
D:\Sara\All_DFT_Data,15/B14C_1/S_177938/graphs.pt,0,14,1,15,B14C1,S_177938
D:\Sara\All_DFT_Data,30/B27C3_1/S_267210/graphs.pt,0,27,3,30,B27C3,S_267210
D:\Sara\All_DFT_Data,120/B107C13_4/S_306360/graphs.pt,0,107,13,120,B107C13,S_306360
D:\Sara\All_DFT_Data,30/B23C7_1/S_44425/graphs.pt,0,23,7,30,B23C7,S_44425
D:\Sara\All_DFT_Data,60/B53C7_4/S_324065/graphs.pt,0,53,7,60,B53C7,S_324065
D:\Sara\All_DFT_Data,60/B55C5_1/S_187940/graphs.pt,0,55,5,60,B55C5,S_187940
D:\Sara\All_DFT_Data,120/B101C19_3/S_2565/graphs.pt,0,101,19,120,B101C19,S_2565
D:\Sara\All_DFT_Data,30/B23C7_3/S_176331/graphs.pt,0,23,7,30,B23C7,S_176331
D:\Sara\All_DFT_Data,60/B49C11_5/S_246965/graphs.pt,0,49,11,60,B49C11,S_246965
D:\Sara\All_DFT_Data,60/B51C9_5/S_47896/graphs.pt,0,51,9,60,B51C9,S_47896
D:\Sara\All_DFT_Data,120/B101C19_3/S_120314/graphs.pt,0,101,19,120,B101C19,S_120314
D:\Sara\All_DFT_Data,60/B49C11_4/S_251881/graphs.pt,0,49,11,60,B49C11,S_251881
D:\Sara\All_DFT_Data,60/B55C5_5/S_81483/graphs.pt,0,55,5,60,B55C5,S_81483
D:\Sara\All_DFT_Data\Test_Data,Test43/graphs.pt,1,12,3,15,B12C3,Test43
D:\Sara\All_DFT_Data,60/B53C7_1/S_140492/graphs.pt,0,53,7,60,B53C7,S_140492
D:\Sara\All_DFT_Data,15/B12C3_2/S_333261/graphs.pt,0,12,3,15,B12C3,S_333261
D:\Sara\All_DFT_Data,30/B25C5_5/S_220350/graphs.pt,0,25,5,30,B25C5,S_220350
D:\Sara\All_DFT_Data,120/B107C13_1/S_315099/graphs.pt,0,107,13,120,B107C13,S_315099
D:\Sara\All_DFT_Data,15/B13C2_3/S_245579/graphs.pt,0,13,2,15,B13C2,S_245579
D:\Sara\All_DFT_Data,120/B99C21_3/S_245446/graphs.pt,0,99,21,120,B99C21,S_245446
D:\Sara\All_DFT_Data,15/B14C_3/S_350698/graphs.pt,0,14,1,15,B14C1,S_350698
D:\Sara\All_DFT_Data,120/B111C9_1/S_31397/graphs.pt,0,111,9,120,B111C9,S_31397
D:\Sara\All_DFT_Data,15/B11C4_3/S_260977/graphs.pt,0,11,4,15,B11C4,S_260977
D:\Sara\All_DFT_Data,15/B14C_1/S_90691/graphs.pt,0,14,1,15,B14C1,S_90691
D:\Sara\All_DFT_Data,15/B11C4_2/S_351481/graphs.pt,0,11,4,15,B11C4,S_351481
D:\Sara\All_DFT_Data,120/B105C15_4/S_314325/graphs.pt,0,105,15,120,B105C15,S_314325
D:\Sara\All_DFT_Data,15/B14C_5/S_196890/graphs.pt,0,14,1,15,B14C1,S_196890
D:\Sara\All_DFT_Data,60/B55C5_4/S_281951/graphs.pt,0,55,5,60,B55C5,S_281951
D:\Sara\All_DFT_Data,60/B55C5_2/S_36873/graphs.pt,0,55,5,60,B55C5,S_36873
D:\Sara\All_DFT_Data,120/B109C11_2/S_365667/graphs.pt,0,109,11,120,B109C11,S_365667
D:\Sara\All_DFT_Data,120/B103C17_1/S_80920/graphs.pt,0,103,17,120,B103C17,S_80920
D:\Sara\All_DFT_Data,60/B47C13_3/S_320319/graphs.pt,0,47,13,60,B47C13,S_320319
D:\Sara\All_DFT_Data,15/B14C_3/S_319937/graphs.pt,0,14,1,15,B14C1,S_319937
D:\Sara\All_DFT_Data,120/B107C13_4/S_383890/graphs.pt,0,107,13,120,B107C13,S_383890
D:\Sara\All_DFT_Data,60/B55C5_5/S_258498/graphs.pt,0,55,5,60,B55C5,S_258498
D:\Sara\All_DFT_Data,120/B101C19_5/S_139589/graphs.pt,0,101,19,120,B101C19,S_139589
D:\Sara\All_DFT_Data,120/B107C13_4/S_102392/graphs.pt,0,107,13,120,B107C13,S_102392
D:\Sara\All_DFT_Data,60/B53C7_2/S_33356/graphs.pt,0,53,7,60,B53C7,S_33356
D:\Sara\All_DFT_Data,120/B99C21_3/S_7819/graphs.pt,0,99,21,120,B99C21,S_7819
D:\Sara\All_DFT_Data,120/B101C19_2/S_247797/graphs.pt,0,101,19,120,B101C19,S_247797
D:\Sara\All_DFT_Data,120/B103C17_4/S_152102/graphs.pt,0,103,17,120,B103C17,S_152102
D:\Sara\All_DFT_Data,15/B11C4_4/S_150364/graphs.pt,0,11,4,15,B11C4,S_150364
D:\Sara\All_DFT_Data,60/B47C13_3/S_374310/graphs.pt,0,47,13,60,B47C13,S_374310
D:\Sara\All_DFT_Data,120/B97C23_4/S_263468/graphs.pt,0,97,23,120,B97C23,S_263468
D:\Sara\All_DFT_Data,120/B97C23_5/S_102025/graphs.pt,0,97,23,120,B97C23,S_102025
D:\Sara\All_DFT_Data,15/B14C_4/S_319631/graphs.pt,0,14,1,15,B14C1,S_319631
D:\Sara\All_DFT_Data,120/B111C9_2/S_344470/graphs.pt,0,111,9,120,B111C9,S_344470
D:\Sara\All_DFT_Data,120/B111C9_3/S_77485/graphs.pt,0,111,9,120,B111C9,S_77485
D:\Sara\All_DFT_Data,120/B105C15_4/S_273716/graphs.pt,0,105,15,120,B105C15,S_273716
D:\Sara\All_DFT_Data,120/B103C17_2/S_306191/graphs.pt,0,103,17,120,B103C17,S_306191
D:\Sara\All_DFT_Data,120/B107C13_3/S_308374/graphs.pt,0,107,13,120,B107C13,S_308374
D:\Sara\All_DFT_Data,120/B109C11_5/S_60051/graphs.pt,0,109,11,120,B109C11,S_60051
D:\Sara\All_DFT_Data,120/B105C15_3/S_371413/graphs.pt,0,105,15,120,B105C15,S_371413
D:\Sara\All_DFT_Data,120/B105C15_3/S_49196/graphs.pt,0,105,15,120,B105C15,S_49196
D:\Sara\All_DFT_Data,120/B107C13_4/S_295383/graphs.pt,0,107,13,120,B107C13,S_295383
D:\Sara\All_DFT_Data,60/B47C13_5/S_216893/graphs.pt,0,47,13,60,B47C13,S_216893
D:\Sara\All_DFT_Data,30/B27C3_3/S_71677/graphs.pt,0,27,3,30,B27C3,S_71677
D:\Sara\All_DFT_Data,120/B97C23_1/S_53903/graphs.pt,0,97,23,120,B97C23,S_53903
D:\Sara\All_DFT_Data,120/B107C13_2/S_208904/graphs.pt,0,107,13,120,B107C13,S_208904
D:\Sara\All_DFT_Data,120/B113C7_2/S_255128/graphs.pt,0,113,7,120,B113C7,S_255128
D:\Sara\All_DFT_Data,60/B53C7_3/S_17838/graphs.pt,0,53,7,60,B53C7,S_17838
D:\Sara\All_DFT_Data,15/B13C2_3/S_185990/graphs.pt,0,13,2,15,B13C2,S_185990
D:\Sara\All_DFT_Data,15/B12C3_5/S_275264/graphs.pt,0,12,3,15,B12C3,S_275264
D:\Sara\All_DFT_Data,30/B23C7_2/S_67724/graphs.pt,0,23,7,30,B23C7,S_67724
D:\Sara\All_DFT_Data,60/B51C9_3/S_117821/graphs.pt,0,51,9,60,B51C9,S_117821
D:\Sara\All_DFT_Data,15/B14C_2/S_52164/graphs.pt,0,14,1,15,B14C1,S_52164
D:\Sara\All_DFT_Data,60/B49C11_3/S_358078/graphs.pt,0,49,11,60,B49C11,S_358078
D:\Sara\All_DFT_Data,15/B14C_2/S_233518/graphs.pt,0,14,1,15,B14C1,S_233518
D:\Sara\All_DFT_Data,60/B49C11_4/S_22112/graphs.pt,0,49,11,60,B49C11,S_22112
D:\Sara\All_DFT_Data,120/B99C21_1/S_46842/graphs.pt,0,99,21,120,B99C21,S_46842
D:\Sara\All_DFT_Data,120/B113C7_1/S_222097/graphs.pt,0,113,7,120,B113C7,S_222097
D:\Sara\All_DFT_Data,60/B55C5_2/S_88418/graphs.pt,0,55,5,60,B55C5,S_88418
D:\Sara\All_DFT_Data,120/B113C7_4/S_320936/graphs.pt,0,113,7,120,B113C7,S_320936
D:\Sara\All_DFT_Data\Test_Data,Test49/graphs.pt,1,13,2,15,B13C2,Test49
D:\Sara\All_DFT_Data,120/B107C13_2/S_223580/graphs.pt,0,107,13,120,B107C13,S_223580
D:\Sara\All_DFT_Data,15/B12C3_2/S_30922/graphs.pt,0,12,3,15,B12C3,S_30922
D:\Sara\All_DFT_Data,30/B27C3_2/S_253045/graphs.pt,0,27,3,30,B27C3,S_253045
D:\Sara\All_DFT_Data,120/B103C17_5/S_285225/graphs.pt,0,103,17,120,B103C17,S_285225
D:\Sara\All_DFT_Data,120/B99C21_5/S_319434/graphs.pt,0,99,21,120,B99C21,S_319434
D:\Sara\All_DFT_Data,15/B14C_4/S_188592/graphs.pt,0,14,1,15,B14C1,S_188592
D:\Sara\All_DFT_Data,60/B47C13_3/S_2351/graphs.pt,0,47,13,60,B47C13,S_2351
D:\Sara\All_DFT_Data,15/B12C3_5/S_257980/graphs.pt,0,12,3,15,B12C3,S_257980
D:\Sara\All_DFT_Data,120/B107C13_5/S_101191/graphs.pt,0,107,13,120,B107C13,S_101191
D:\Sara\All_DFT_Data,60/B49C11_2/S_321724/graphs.pt,0,49,11,60,B49C11,S_321724
D:\Sara\All_DFT_Data,60/B49C11_1/S_387457/graphs.pt,0,49,11,60,B49C11,S_387457
D:\Sara\All_DFT_Data,30/B23C7_3/S_48846/graphs.pt,0,23,7,30,B23C7,S_48846
D:\Sara\All_DFT_Data,30/B23C7_2/S_315431/graphs.pt,0,23,7,30,B23C7,S_315431
D:\Sara\All_DFT_Data,60/B53C7_1/S_196565/graphs.pt,0,53,7,60,B53C7,S_196565
D:\Sara\All_DFT_Data,60/B53C7_4/S_235020/graphs.pt,0,53,7,60,B53C7,S_235020
D:\Sara\All_DFT_Data,120/B113C7_3/S_325601/graphs.pt,0,113,7,120,B113C7,S_325601
D:\Sara\All_DFT_Data,60/B51C9_5/S_390161/graphs.pt,0,51,9,60,B51C9,S_390161
D:\Sara\All_DFT_Data,30/B27C3_3/S_40955/graphs.pt,0,27,3,30,B27C3,S_40955
D:\Sara\All_DFT_Data,15/B11C4_4/S_197661/graphs.pt,0,11,4,15,B11C4,S_197661
D:\Sara\All_DFT_Data,120/B109C11_3/S_194915/graphs.pt,0,109,11,120,B109C11,S_194915
D:\Sara\All_DFT_Data,60/B45C15_1/S_218603/graphs.pt,0,45,15,60,B45C15,S_218603
D:\Sara\All_DFT_Data,60/B45C15_4/S_78401/graphs.pt,0,45,15,60,B45C15,S_78401
D:\Sara\All_DFT_Data,60/B45C15_1/S_110819/graphs.pt,0,45,15,60,B45C15,S_110819
D:\Sara\All_DFT_Data,120/B103C17_3/S_39217/graphs.pt,0,103,17,120,B103C17,S_39217
D:\Sara\All_DFT_Data,15/B14C_2/S_161426/graphs.pt,0,14,1,15,B14C1,S_161426
D:\Sara\All_DFT_Data,120/B101C19_1/S_128317/graphs.pt,0,101,19,120,B101C19,S_128317
D:\Sara\All_DFT_Data,60/B55C5_3/S_370635/graphs.pt,0,55,5,60,B55C5,S_370635
D:\Sara\All_DFT_Data,15/B11C4_5/S_65502/graphs.pt,0,11,4,15,B11C4,S_65502
D:\Sara\All_DFT_Data,15/B14C_4/S_82961/graphs.pt,0,14,1,15,B14C1,S_82961
D:\Sara\All_DFT_Data,120/B111C9_1/S_106601/graphs.pt,0,111,9,120,B111C9,S_106601
D:\Sara\All_DFT_Data,15/B13C2_1/S_266274/graphs.pt,0,13,2,15,B13C2,S_266274
D:\Sara\All_DFT_Data,30/B25C5_1/S_376074/graphs.pt,0,25,5,30,B25C5,S_376074
D:\Sara\All_DFT_Data,120/B103C17_4/S_5660/graphs.pt,0,103,17,120,B103C17,S_5660
D:\Sara\All_DFT_Data,60/B53C7_1/S_191244/graphs.pt,0,53,7,60,B53C7,S_191244
D:\Sara\All_DFT_Data,120/B107C13_5/S_281990/graphs.pt,0,107,13,120,B107C13,S_281990
D:\Sara\All_DFT_Data,60/B45C15_4/S_103444/graphs.pt,0,45,15,60,B45C15,S_103444
D:\Sara\All_DFT_Data,60/B55C5_5/S_272315/graphs.pt,0,55,5,60,B55C5,S_272315
D:\Sara\All_DFT_Data,60/B47C13_1/S_90379/graphs.pt,0,47,13,60,B47C13,S_90379
D:\Sara\All_DFT_Data,120/B99C21_5/S_119609/graphs.pt,0,99,21,120,B99C21,S_119609
D:\Sara\All_DFT_Data,15/B13C2_5/S_47672/graphs.pt,0,13,2,15,B13C2,S_47672
D:\Sara\All_DFT_Data,60/B49C11_1/S_368364/graphs.pt,0,49,11,60,B49C11,S_368364
D:\Sara\All_DFT_Data,60/B49C11_1/S_332278/graphs.pt,0,49,11,60,B49C11,S_332278
D:\Sara\All_DFT_Data,60/B45C15_2/S_158214/graphs.pt,0,45,15,60,B45C15,S_158214
D:\Sara\All_DFT_Data,60/B53C7_1/S_226807/graphs.pt,0,53,7,60,B53C7,S_226807
D:\Sara\All_DFT_Data,120/B107C13_5/S_186887/graphs.pt,0,107,13,120,B107C13,S_186887
D:\Sara\All_DFT_Data,60/B47C13_4/S_18332/graphs.pt,0,47,13,60,B47C13,S_18332
D:\Sara\All_DFT_Data,120/B109C11_2/S_123363/graphs.pt,0,109,11,120,B109C11,S_123363
D:\Sara\All_DFT_Data,60/B47C13_1/S_147289/graphs.pt,0,47,13,60,B47C13,S_147289
D:\Sara\All_DFT_Data,120/B109C11_5/S_332456/graphs.pt,0,109,11,120,B109C11,S_332456
D:\Sara\All_DFT_Data,120/B113C7_5/S_286573/graphs.pt,0,113,7,120,B113C7,S_286573
D:\Sara\All_DFT_Data,60/B55C5_4/S_236384/graphs.pt,0,55,5,60,B55C5,S_236384
D:\Sara\All_DFT_Data,30/B25C5_1/S_108851/graphs.pt,0,25,5,30,B25C5,S_108851
D:\Sara\All_DFT_Data,120/B109C11_1/S_325668/graphs.pt,0,109,11,120,B109C11,S_325668
D:\Sara\All_DFT_Data,60/B49C11_3/S_389718/graphs.pt,0,49,11,60,B49C11,S_389718
D:\Sara\All_DFT_Data,120/B111C9_4/S_107363/graphs.pt,0,111,9,120,B111C9,S_107363
D:\Sara\All_DFT_Data,120/B111C9_5/S_328805/graphs.pt,0,111,9,120,B111C9,S_328805
D:\Sara\All_DFT_Data,check_extraction/S_116579/graphs.pt,0,101,19,120,B101C19,S_116579
D:\Sara\All_DFT_Data,60/B53C7_3/S_219828/graphs.pt,0,53,7,60,B53C7,S_219828
D:\Sara\All_DFT_Data,120/B111C9_1/S_94133/graphs.pt,0,111,9,120,B111C9,S_94133
D:\Sara\All_DFT_Data,120/B99C21_2/S_133123/graphs.pt,0,99,21,120,B99C21,S_133123
D:\Sara\All_DFT_Data,60/B53C7_5/S_393503/graphs.pt,0,53,7,60,B53C7,S_393503
D:\Sara\All_DFT_Data,15/B11C4_3/S_176242/graphs.pt,0,11,4,15,B11C4,S_176242
D:\Sara\All_DFT_Data,120/B97C23_4/S_178659/graphs.pt,0,97,23,120,B97C23,S_178659
D:\Sara\All_DFT_Data,60/B49C11_2/S_334336/graphs.pt,0,49,11,60,B49C11,S_334336
D:\Sara\All_DFT_Data,30/B25C5_3/S_267707/graphs.pt,0,25,5,30,B25C5,S_267707
D:\Sara\All_DFT_Data,120/B105C15_4/S_29313/graphs.pt,0,105,15,120,B105C15,S_29313
D:\Sara\All_DFT_Data,60/B53C7_3/S_221393/graphs.pt,0,53,7,60,B53C7,S_221393
D:\Sara\All_DFT_Data\Test_Data,Test37/graphs.pt,1,12,3,15,B12C3,Test37
D:\Sara\All_DFT_Data,120/B97C23_3/S_67323/graphs.pt,0,97,23,120,B97C23,S_67323
D:\Sara\All_DFT_Data,120/B101C19_4/S_229361/graphs.pt,0,101,19,120,B101C19,S_229361
D:\Sara\All_DFT_Data,60/B47C13_3/S_111041/graphs.pt,0,47,13,60,B47C13,S_111041
D:\Sara\All_DFT_Data,120/B105C15_4/S_258248/graphs.pt,0,105,15,120,B105C15,S_258248
D:\Sara\All_DFT_Data,120/B109C11_5/S_206380/graphs.pt,0,109,11,120,B109C11,S_206380
D:\Sara\All_DFT_Data\Test_Data,Test40/graphs.pt,1,13,2,15,B13C2,Test40
D:\Sara\All_DFT_Data,120/B109C11_3/S_58960/graphs.pt,0,109,11,120,B109C11,S_58960
D:\Sara\All_DFT_Data,120/B111C9_5/S_204345/graphs.pt,0,111,9,120,B111C9,S_204345
D:\Sara\All_DFT_Data,120/B111C9_2/S_370580/graphs.pt,0,111,9,120,B111C9,S_370580
D:\Sara\All_DFT_Data,30/B25C5_5/S_325834/graphs.pt,0,25,5,30,B25C5,S_325834
D:\Sara\All_DFT_Data,30/B23C7_2/S_8781/graphs.pt,0,23,7,30,B23C7,S_8781
D:\Sara\All_DFT_Data,30/B25C5_5/S_94595/graphs.pt,0,25,5,30,B25C5,S_94595
D:\Sara\All_DFT_Data,120/B105C15_5/S_181905/graphs.pt,0,105,15,120,B105C15,S_181905
D:\Sara\All_DFT_Data,120/B107C13_3/S_59259/graphs.pt,0,107,13,120,B107C13,S_59259
D:\Sara\All_DFT_Data,60/B53C7_4/S_273395/graphs.pt,0,53,7,60,B53C7,S_273395
D:\Sara\All_DFT_Data,120/B99C21_3/S_205913/graphs.pt,0,99,21,120,B99C21,S_205913
D:\Sara\All_DFT_Data,60/B49C11_5/S_108466/graphs.pt,0,49,11,60,B49C11,S_108466
D:\Sara\All_DFT_Data,15/B12C3_5/S_4873/graphs.pt,0,12,3,15,B12C3,S_4873
D:\Sara\All_DFT_Data,60/B53C7_2/S_163133/graphs.pt,0,53,7,60,B53C7,S_163133
D:\Sara\All_DFT_Data,15/B14C_5/S_6429/graphs.pt,0,14,1,15,B14C1,S_6429
D:\Sara\All_DFT_Data,15/B14C_4/S_204862/graphs.pt,0,14,1,15,B14C1,S_204862
D:\Sara\All_DFT_Data,120/B107C13_1/S_132425/graphs.pt,0,107,13,120,B107C13,S_132425
D:\Sara\All_DFT_Data,60/B53C7_5/S_364028/graphs.pt,0,53,7,60,B53C7,S_364028
D:\Sara\All_DFT_Data,120/B107C13_3/S_237718/graphs.pt,0,107,13,120,B107C13,S_237718
D:\Sara\All_DFT_Data,15/B13C2_4/S_51036/graphs.pt,0,13,2,15,B13C2,S_51036
D:\Sara\All_DFT_Data,120/B97C23_1/S_31922/graphs.pt,0,97,23,120,B97C23,S_31922
D:\Sara\All_DFT_Data,15/B12C3_2/S_227746/graphs.pt,0,12,3,15,B12C3,S_227746
D:\Sara\All_DFT_Data,60/B45C15_1/S_269012/graphs.pt,0,45,15,60,B45C15,S_269012
D:\Sara\All_DFT_Data,60/B55C5_1/S_127786/graphs.pt,0,55,5,60,B55C5,S_127786
D:\Sara\All_DFT_Data,120/B111C9_1/S_170200/graphs.pt,0,111,9,120,B111C9,S_170200
D:\Sara\All_DFT_Data,30/B27C3_5/S_327093/graphs.pt,0,27,3,30,B27C3,S_327093
D:\Sara\All_DFT_Data,60/B47C13_3/S_51903/graphs.pt,0,47,13,60,B47C13,S_51903
D:\Sara\All_DFT_Data,15/B11C4_5/S_18682/graphs.pt,0,11,4,15,B11C4,S_18682
D:\Sara\All_DFT_Data,30/B23C7_5/S_67282/graphs.pt,0,23,7,30,B23C7,S_67282
D:\Sara\All_DFT_Data,60/B45C15_5/S_269237/graphs.pt,0,45,15,60,B45C15,S_269237
D:\Sara\All_DFT_Data,120/B111C9_3/S_399568/graphs.pt,0,111,9,120,B111C9,S_399568
D:\Sara\All_DFT_Data,120/B97C23_4/S_374372/graphs.pt,0,97,23,120,B97C23,S_374372
D:\Sara\All_DFT_Data,120/B105C15_4/S_11535/graphs.pt,0,105,15,120,B105C15,S_11535
D:\Sara\All_DFT_Data,120/B101C19_3/S_393364/graphs.pt,0,101,19,120,B101C19,S_393364
D:\Sara\All_DFT_Data,120/B101C19_5/S_248718/graphs.pt,0,101,19,120,B101C19,S_248718
D:\Sara\All_DFT_Data,60/B55C5_5/S_106192/graphs.pt,0,55,5,60,B55C5,S_106192
D:\Sara\All_DFT_Data,120/B107C13_2/S_376512/graphs.pt,0,107,13,120,B107C13,S_376512
D:\Sara\All_DFT_Data,15/B12C3_2/S_257607/graphs.pt,0,12,3,15,B12C3,S_257607
D:\Sara\All_DFT_Data,60/B49C11_2/S_392898/graphs.pt,0,49,11,60,B49C11,S_392898
D:\Sara\All_DFT_Data,60/B45C15_3/S_204303/graphs.pt,0,45,15,60,B45C15,S_204303
D:\Sara\All_DFT_Data,120/B97C23_5/S_337722/graphs.pt,0,97,23,120,B97C23,S_337722
D:\Sara\All_DFT_Data,15/B13C2_4/S_140520/graphs.pt,0,13,2,15,B13C2,S_140520
D:\Sara\All_DFT_Data,30/B27C3_3/S_345217/graphs.pt,0,27,3,30,B27C3,S_345217
D:\Sara\All_DFT_Data,15/B14C_5/S_288640/graphs.pt,0,14,1,15,B14C1,S_288640
D:\Sara\All_DFT_Data,60/B45C15_3/S_359568/graphs.pt,0,45,15,60,B45C15,S_359568
D:\Sara\All_DFT_Data,120/B111C9_5/S_163711/graphs.pt,0,111,9,120,B111C9,S_163711
D:\Sara\All_DFT_Data,120/B99C21_4/S_24929/graphs.pt,0,99,21,120,B99C21,S_24929
D:\Sara\All_DFT_Data,120/B97C23_3/S_364189/graphs.pt,0,97,23,120,B97C23,S_364189
D:\Sara\All_DFT_Data,60/B47C13_5/S_168895/graphs.pt,0,47,13,60,B47C13,S_168895
D:\Sara\All_DFT_Data,60/B49C11_5/S_218709/graphs.pt,0,49,11,60,B49C11,S_218709
D:\Sara\All_DFT_Data,30/B27C3_2/S_243565/graphs.pt,0,27,3,30,B27C3,S_243565
D:\Sara\All_DFT_Data,15/B12C3_3/S_169391/graphs.pt,0,12,3,15,B12C3,S_169391
D:\Sara\All_DFT_Data,120/B105C15_2/S_47346/graphs.pt,0,105,15,120,B105C15,S_47346
D:\Sara\All_DFT_Data\Test_Data,Test96/graphs.pt,1,12,3,15,B12C3,Test96
D:\Sara\All_DFT_Data,60/B55C5_1/S_286061/graphs.pt,0,55,5,60,B55C5,S_286061
D:\Sara\All_DFT_Data,15/B14C_1/S_324299/graphs.pt,0,14,1,15,B14C1,S_324299
D:\Sara\All_DFT_Data,120/B109C11_5/S_353532/graphs.pt,0,109,11,120,B109C11,S_353532
D:\Sara\All_DFT_Data,30/B27C3_1/S_66166/graphs.pt,0,27,3,30,B27C3,S_66166
D:\Sara\All_DFT_Data,120/B111C9_5/S_129487/graphs.pt,0,111,9,120,B111C9,S_129487
D:\Sara\All_DFT_Data,120/B105C15_5/S_54825/graphs.pt,0,105,15,120,B105C15,S_54825
D:\Sara\All_DFT_Data,15/B13C2_5/S_121538/graphs.pt,0,13,2,15,B13C2,S_121538
D:\Sara\All_DFT_Data,120/B101C19_2/S_39099/graphs.pt,0,101,19,120,B101C19,S_39099
D:\Sara\All_DFT_Data,120/B99C21_4/S_159005/graphs.pt,0,99,21,120,B99C21,S_159005
D:\Sara\All_DFT_Data,15/B12C3_4/S_219503/graphs.pt,0,12,3,15,B12C3,S_219503
D:\Sara\All_DFT_Data,120/B101C19_4/S_236531/graphs.pt,0,101,19,120,B101C19,S_236531
D:\Sara\All_DFT_Data,60/B51C9_2/S_93770/graphs.pt,0,51,9,60,B51C9,S_93770
D:\Sara\All_DFT_Data\Test_Data,Test5/graphs.pt,1,12,3,15,B12C3,Test5
D:\Sara\All_DFT_Data,120/B111C9_4/S_276180/graphs.pt,0,111,9,120,B111C9,S_276180
D:\Sara\All_DFT_Data,120/B109C11_1/S_50317/graphs.pt,0,109,11,120,B109C11,S_50317
D:\Sara\All_DFT_Data,120/B101C19_5/S_152138/graphs.pt,0,101,19,120,B101C19,S_152138
D:\Sara\All_DFT_Data,30/B27C3_1/S_284576/graphs.pt,0,27,3,30,B27C3,S_284576
D:\Sara\All_DFT_Data,120/B109C11_2/S_8236/graphs.pt,0,109,11,120,B109C11,S_8236
D:\Sara\All_DFT_Data,120/B101C19_3/S_149561/graphs.pt,0,101,19,120,B101C19,S_149561
D:\Sara\All_DFT_Data,15/B13C2_5/S_23857/graphs.pt,0,13,2,15,B13C2,S_23857
D:\Sara\All_DFT_Data,60/B51C9_3/S_385685/graphs.pt,0,51,9,60,B51C9,S_385685
D:\Sara\All_DFT_Data,60/B51C9_1/S_268850/graphs.pt,0,51,9,60,B51C9,S_268850
D:\Sara\All_DFT_Data,120/B97C23_3/S_352829/graphs.pt,0,97,23,120,B97C23,S_352829
D:\Sara\All_DFT_Data,120/B97C23_1/S_187797/graphs.pt,0,97,23,120,B97C23,S_187797
D:\Sara\All_DFT_Data,60/B47C13_2/S_218386/graphs.pt,0,47,13,60,B47C13,S_218386
D:\Sara\All_DFT_Data,15/B11C4_3/S_195690/graphs.pt,0,11,4,15,B11C4,S_195690
